REPORT_DATE,NEIGHBOURHOOD_158,INJURIES,DEATH
2020-01-26,Glenfield-Jane Heights (25),2,0
2007-01-27,Mount Olive-Silverstone-Jamestown (2),2,0
2007-12-20,York University Heights (27),0,1
2013-08-20,West Humber-Clairville (1),0,0
2015-09-20,Englemount-Lawrence (32),2,0
2009-02-28,Englemount-Lawrence (32),0,1
2013-03-12,York University Heights (27),1,0
2020-12-16,Mount Olive-Silverstone-Jamestown (2),0,0
2008-10-27,Englemount-Lawrence (32),1,0
2014-11-07,Malvern East (146),1,1
2019-04-08,Yorkdale-Glen Park (31),1,0
2011-04-28,Malvern East (146),1,0
2007-12-28,Regent Park (72),0,1
2016-02-11,Yorkdale-Glen Park (31),0,0
2004-11-13,West Humber-Clairville (1),2,0
2022-07-22,Regent Park (72),0,1
2012-12-02,Regent Park (72),3,1
2019-12-05,West Humber-Clairville (1),1,0
2014-01-17,West Humber-Clairville (1),1,0
2020-10-08,Yorkdale-Glen Park (31),0,0
2012-03-09,West Humber-Clairville (1),1,0
2018-02-07,Englemount-Lawrence (32),1,0
2004-04-11,York University Heights (27),1,0
2019-09-14,Black Creek (24),1,0
2021-02-27,Regent Park (72),1,0
2009-07-28,Black Creek (24),2,0
2019-04-01,Black Creek (24),0,0
2007-11-26,West Humber-Clairville (1),2,0
2021-01-05,Regent Park (72),2,0
2006-05-08,Malvern East (146),0,0
2008-05-25,York University Heights (27),1,0
2019-07-08,Mount Olive-Silverstone-Jamestown (2),2,0
2020-04-22,Mount Olive-Silverstone-Jamestown (2),1,1
2014-01-06,Englemount-Lawrence (32),2,0
2010-08-27,Regent Park (72),2,0
2007-07-30,York University Heights (27),1,0
2020-09-23,York University Heights (27),0,0
2008-05-29,Malvern East (146),1,0
2021-12-12,West Humber-Clairville (1),0,0
2008-04-17,Humber Summit (21),1,0
2014-11-06,Glenfield-Jane Heights (25),3,0
2014-02-06,Mount Olive-Silverstone-Jamestown (2),2,0
2011-02-04,West Humber-Clairville (1),0,0
2004-09-05,Humber Summit (21),0,0
2006-05-04,Mount Olive-Silverstone-Jamestown (2),1,0
2008-06-08,Englemount-Lawrence (32),3,0
2013-03-25,Humber Summit (21),2,0
2015-02-22,York University Heights (27),0,1
2021-05-04,Yorkdale-Glen Park (31),1,0
2014-12-18,Englemount-Lawrence (32),0,0
2019-09-06,Humber Summit (21),3,0
2006-10-06,Yorkdale-Glen Park (31),2,0
2018-02-15,Malvern East (146),0,0
2014-01-10,Englemount-Lawrence (32),0,0
2022-11-01,Englemount-Lawrence (32),1,0
2012-12-14,Humber Summit (21),1,0
2008-12-10,York University Heights (27),2,0
2021-10-23,Glenfield-Jane Heights (25),0,0
2009-05-29,York University Heights (27),1,0
2006-03-26,Malvern East (146),0,0
2005-08-23,Regent Park (72),1,0
2018-09-22,Mount Olive-Silverstone-Jamestown (2),0,0
2017-08-21,Black Creek (24),2,0
2020-03-07,Regent Park (72),2,0
2016-10-26,York University Heights (27),1,0
2010-06-22,Englemount-Lawrence (32),1,0
2013-05-15,Yorkdale-Glen Park (31),1,0
2018-11-20,Englemount-Lawrence (32),0,0
2017-02-23,Yorkdale-Glen Park (31),0,0
2023-04-18,Englemount-Lawrence (32),1,0
2008-11-25,Glenfield-Jane Heights (25),2,0
2021-05-02,York University Heights (27),1,0
2004-12-12,Humber Summit (21),1,0
2018-02-24,Englemount-Lawrence (32),1,0
2020-05-12,Mount Olive-Silverstone-Jamestown (2),1,0
2012-02-19,Regent Park (72),0,0
2015-01-29,Englemount-Lawrence (32),0,0
2009-01-09,Englemount-Lawrence (32),1,0
2017-04-02,West Humber-Clairville (1),1,0
2015-01-01,Black Creek (24),0,1
2013-04-01,Yorkdale-Glen Park (31),0,0
2016-09-12,Humber Summit (21),1,0
2013-01-14,West Humber-Clairville (1),1,0
2017-07-11,Glenfield-Jane Heights (25),0,1
2020-07-31,York University Heights (27),0,0
2011-03-19,Yorkdale-Glen Park (31),1,0
2011-07-07,Black Creek (24),3,0
2019-07-18,Black Creek (24),2,1
2010-06-12,Mount Olive-Silverstone-Jamestown (2),0,0
2005-07-25,York University Heights (27),0,0
2020-04-15,Yorkdale-Glen Park (31),0,0
2020-06-09,Regent Park (72),0,0
2009-01-20,Mount Olive-Silverstone-Jamestown (2),3,0
2021-02-17,Humber Summit (21),0,0
2006-07-08,York University Heights (27),0,0
2012-05-10,Englemount-Lawrence (32),2,0
2012-06-10,Regent Park (72),0,1
2012-01-09,Yorkdale-Glen Park (31),0,0
2013-12-06,Glenfield-Jane Heights (25),2,0
2022-02-12,Malvern East (146),0,0
2009-07-29,Yorkdale-Glen Park (31),1,0
2014-12-01,Mount Olive-Silverstone-Jamestown (2),1,0
2020-05-23,Mount Olive-Silverstone-Jamestown (2),0,0
2009-01-26,Malvern East (146),0,0
2004-08-07,Regent Park (72),2,0
2016-08-03,Glenfield-Jane Heights (25),1,0
2020-06-15,Regent Park (72),1,0
2010-11-16,West Humber-Clairville (1),2,0
2007-04-15,Glenfield-Jane Heights (25),0,0
2012-11-17,Glenfield-Jane Heights (25),0,1
2021-09-13,Glenfield-Jane Heights (25),1,0
2018-06-20,West Humber-Clairville (1),0,0
2018-10-08,Glenfield-Jane Heights (25),0,0
2015-06-04,Glenfield-Jane Heights (25),3,0
2009-11-20,Humber Summit (21),0,0
2007-01-22,Malvern East (146),0,0
2012-07-24,Englemount-Lawrence (32),1,0
2010-09-02,Regent Park (72),0,0
2023-06-20,York University Heights (27),1,0
2009-12-31,West Humber-Clairville (1),0,0
2022-07-08,Yorkdale-Glen Park (31),1,0
2020-10-05,Mount Olive-Silverstone-Jamestown (2),0,0
2006-09-05,Black Creek (24),1,0
2015-06-29,Humber Summit (21),1,0
2013-12-18,Mount Olive-Silverstone-Jamestown (2),0,0
2006-11-15,Mount Olive-Silverstone-Jamestown (2),0,1
2005-05-06,Black Creek (24),2,0
2018-06-28,Yorkdale-Glen Park (31),1,0
2013-03-19,York University Heights (27),1,0
2007-12-18,Malvern East (146),2,0
2013-11-02,Englemount-Lawrence (32),0,0
2018-02-13,Regent Park (72),1,0
2022-10-27,Englemount-Lawrence (32),1,0
2014-08-26,Mount Olive-Silverstone-Jamestown (2),2,0
2012-02-20,Yorkdale-Glen Park (31),1,0
2023-07-13,Englemount-Lawrence (32),0,0
2021-05-29,Mount Olive-Silverstone-Jamestown (2),1,0
2008-02-29,Yorkdale-Glen Park (31),1,1
2017-06-18,Englemount-Lawrence (32),1,0
2020-05-08,Mount Olive-Silverstone-Jamestown (2),2,0
2016-02-04,Mount Olive-Silverstone-Jamestown (2),0,0
2008-01-11,Humber Summit (21),1,0
2020-07-09,York University Heights (27),0,0
2005-10-20,Humber Summit (21),1,1
2009-03-22,Humber Summit (21),0,0
2017-07-11,Malvern East (146),1,0
2020-11-28,Yorkdale-Glen Park (31),2,0
2011-10-24,Yorkdale-Glen Park (31),1,0
2012-11-10,York University Heights (27),1,0
2009-07-26,Mount Olive-Silverstone-Jamestown (2),1,0
2012-12-14,Humber Summit (21),3,0
2011-01-29,Mount Olive-Silverstone-Jamestown (2),0,0
2022-11-06,Regent Park (72),1,0
2006-03-15,Glenfield-Jane Heights (25),1,0
2018-02-07,Malvern East (146),1,1
2023-12-17,Regent Park (72),0,0
2020-03-24,Humber Summit (21),2,0
2014-06-23,Yorkdale-Glen Park (31),3,0
2023-03-10,Glenfield-Jane Heights (25),2,0
2015-04-24,Englemount-Lawrence (32),0,0
2019-07-22,York University Heights (27),1,0
2004-03-08,Regent Park (72),1,0
2013-12-02,Malvern East (146),2,0
2007-07-31,West Humber-Clairville (1),0,0
2010-10-23,Mount Olive-Silverstone-Jamestown (2),1,0
2007-09-26,West Humber-Clairville (1),0,0
2009-01-19,Yorkdale-Glen Park (31),1,0
2005-07-20,Malvern East (146),0,0
2015-02-06,Yorkdale-Glen Park (31),0,0
2021-04-08,Yorkdale-Glen Park (31),2,0
2009-06-24,Regent Park (72),1,0
2009-01-11,Regent Park (72),1,0
2019-02-22,Yorkdale-Glen Park (31),1,0
2016-03-04,Humber Summit (21),1,0
2018-01-18,Humber Summit (21),1,0
2015-03-30,Black Creek (24),1,0
2012-12-31,Malvern East (146),0,0
2023-09-15,Glenfield-Jane Heights (25),0,0
2007-11-19,Regent Park (72),2,0
2004-08-03,York University Heights (27),1,0
2008-12-13,York University Heights (27),1,0
2012-02-14,Malvern East (146),3,0
2010-12-04,Englemount-Lawrence (32),1,0
2023-10-29,Yorkdale-Glen Park (31),1,0
2012-01-26,York University Heights (27),0,0
2022-05-31,Malvern East (146),2,0
2008-10-03,West Humber-Clairville (1),2,0
2017-03-11,West Humber-Clairville (1),0,0
2012-05-25,West Humber-Clairville (1),1,1
2005-09-05,Englemount-Lawrence (32),1,0
2011-06-21,Black Creek (24),1,0
2004-04-01,Humber Summit (21),1,0
2023-04-02,Yorkdale-Glen Park (31),0,0
2022-05-09,York University Heights (27),0,0
2007-06-14,Malvern East (146),2,0
2011-11-28,Regent Park (72),1,1
2021-07-16,Malvern East (146),0,0
2015-09-14,Mount Olive-Silverstone-Jamestown (2),3,1
2016-04-30,Englemount-Lawrence (32),1,0
2012-05-07,Glenfield-Jane Heights (25),0,1
2011-12-07,Regent Park (72),0,0
2017-07-22,Black Creek (24),1,0
2012-05-21,Regent Park (72),0,0
2004-11-23,Yorkdale-Glen Park (31),0,0
2006-04-07,Black Creek (24),1,0
2023-09-01,Englemount-Lawrence (32),1,0
2016-04-02,West Humber-Clairville (1),0,0
2010-11-18,Yorkdale-Glen Park (31),0,0
2017-09-29,Yorkdale-Glen Park (31),0,1
2019-08-02,Regent Park (72),1,0
2016-07-28,West Humber-Clairville (1),1,0
2009-01-27,Glenfield-Jane Heights (25),0,0
2017-03-08,York University Heights (27),1,1
2021-09-16,Mount Olive-Silverstone-Jamestown (2),1,0
2022-12-26,Yorkdale-Glen Park (31),1,0
2018-03-14,Glenfield-Jane Heights (25),2,0
2018-03-17,Mount Olive-Silverstone-Jamestown (2),0,0
2005-05-18,Mount Olive-Silverstone-Jamestown (2),1,0
2013-09-14,Black Creek (24),1,0
2007-11-27,Malvern East (146),1,0
2019-06-13,Regent Park (72),0,0
2006-01-16,Englemount-Lawrence (32),3,0
2020-07-02,Regent Park (72),2,1
2008-10-26,Englemount-Lawrence (32),3,0
2017-02-18,Englemount-Lawrence (32),2,0
2021-09-19,Yorkdale-Glen Park (31),4,0
2016-10-22,West Humber-Clairville (1),1,1
2014-01-10,Regent Park (72),0,0
2012-05-02,Regent Park (72),2,0
2008-06-22,Humber Summit (21),0,0
2009-08-16,Glenfield-Jane Heights (25),1,0
2010-04-22,Malvern East (146),2,1
2012-06-11,Regent Park (72),0,0
2011-12-09,West Humber-Clairville (1),1,0
2017-03-01,Black Creek (24),1,0
2015-11-19,Mount Olive-Silverstone-Jamestown (2),2,0
2019-04-13,Malvern East (146),0,0
2020-02-06,Mount Olive-Silverstone-Jamestown (2),1,0
2009-03-09,Humber Summit (21),0,0
2017-03-20,Englemount-Lawrence (32),1,0
2009-10-21,Humber Summit (21),1,0
2022-11-01,Glenfield-Jane Heights (25),3,0
2015-11-21,Yorkdale-Glen Park (31),1,0
2010-10-03,Yorkdale-Glen Park (31),1,0
2020-10-03,Regent Park (72),0,0
2012-07-02,West Humber-Clairville (1),2,0
2012-12-04,Regent Park (72),0,0
2019-12-03,Glenfield-Jane Heights (25),1,0
2007-09-17,Englemount-Lawrence (32),0,0
2023-04-24,Malvern East (146),1,0
2006-04-21,Black Creek (24),0,0
2016-07-18,West Humber-Clairville (1),0,0
2011-01-19,Malvern East (146),0,1
2022-06-28,Englemount-Lawrence (32),0,0
2016-10-25,York University Heights (27),1,0
2004-08-30,Glenfield-Jane Heights (25),0,0
2010-02-19,Regent Park (72),1,0
2018-06-04,Black Creek (24),2,0
2021-03-11,Black Creek (24),0,0
2004-10-15,Yorkdale-Glen Park (31),0,0
2012-12-22,Black Creek (24),0,0
2020-05-11,Yorkdale-Glen Park (31),0,0
2006-07-02,Mount Olive-Silverstone-Jamestown (2),1,0
2016-03-29,Humber Summit (21),0,0
2005-06-11,York University Heights (27),1,0
2022-12-07,Englemount-Lawrence (32),2,0
2004-06-15,Humber Summit (21),1,0
2023-11-22,Mount Olive-Silverstone-Jamestown (2),1,0
2006-08-15,Black Creek (24),0,0
2015-03-01,West Humber-Clairville (1),2,0
2011-12-17,York University Heights (27),0,0
2016-05-12,Malvern East (146),1,0
2019-05-18,West Humber-Clairville (1),1,0
2015-10-16,York University Heights (27),3,0
2005-10-24,Yorkdale-Glen Park (31),0,0
2005-03-31,Mount Olive-Silverstone-Jamestown (2),1,0
2021-03-22,Black Creek (24),0,0
2013-04-21,Malvern East (146),1,0
2019-04-01,Yorkdale-Glen Park (31),3,1
2012-02-09,West Humber-Clairville (1),2,0
2007-08-29,Englemount-Lawrence (32),0,0
2008-09-07,Regent Park (72),0,1
2023-04-04,Glenfield-Jane Heights (25),1,0
2023-09-08,Yorkdale-Glen Park (31),1,0
2021-10-30,Malvern East (146),2,0
2011-05-22,Englemount-Lawrence (32),1,0
2013-06-19,Yorkdale-Glen Park (31),1,0
2015-03-14,York University Heights (27),0,0
2022-05-07,Mount Olive-Silverstone-Jamestown (2),0,0
2009-11-06,York University Heights (27),1,0
2023-11-13,Glenfield-Jane Heights (25),3,0
2020-03-01,Humber Summit (21),0,0
2012-12-20,Mount Olive-Silverstone-Jamestown (2),0,1
2010-07-17,Mount Olive-Silverstone-Jamestown (2),1,0
2006-03-03,West Humber-Clairville (1),0,1
2022-01-26,Yorkdale-Glen Park (31),0,0
2015-03-02,Malvern East (146),2,0
2014-09-04,Mount Olive-Silverstone-Jamestown (2),1,0
2020-01-04,York University Heights (27),2,0
2018-05-08,Malvern East (146),0,0
2018-04-18,West Humber-Clairville (1),2,0
2019-03-08,Humber Summit (21),2,0
2005-04-04,York University Heights (27),0,1
2022-12-18,Yorkdale-Glen Park (31),0,0
2023-08-09,Englemount-Lawrence (32),0,0
2021-03-18,York University Heights (27),1,0
2016-09-17,Black Creek (24),4,1
2004-01-25,Regent Park (72),1,0
2012-03-03,Humber Summit (21),1,0
2006-10-25,Mount Olive-Silverstone-Jamestown (2),2,0
2006-08-31,Yorkdale-Glen Park (31),2,0
2016-04-08,Regent Park (72),0,1
2009-09-29,Mount Olive-Silverstone-Jamestown (2),1,0
2013-02-09,Regent Park (72),0,0
2014-01-19,Englemount-Lawrence (32),0,0
2012-08-12,Glenfield-Jane Heights (25),2,0
2010-09-30,West Humber-Clairville (1),0,0
2010-05-07,Mount Olive-Silverstone-Jamestown (2),1,0
2014-05-29,Englemount-Lawrence (32),0,0
2006-09-23,Yorkdale-Glen Park (31),1,0
2018-12-15,York University Heights (27),0,0
2006-02-17,Mount Olive-Silverstone-Jamestown (2),1,0
2013-12-10,Glenfield-Jane Heights (25),0,0
2021-08-03,York University Heights (27),0,0
2018-05-24,West Humber-Clairville (1),1,0
2013-09-23,Regent Park (72),2,0
2020-03-12,West Humber-Clairville (1),2,0
2005-10-07,Regent Park (72),1,0
2008-03-27,West Humber-Clairville (1),1,0
2004-05-26,Black Creek (24),0,0
2009-05-08,Regent Park (72),0,0
2004-09-20,West Humber-Clairville (1),1,0
2006-12-14,Mount Olive-Silverstone-Jamestown (2),1,0
2017-07-26,Malvern East (146),2,0
2016-11-29,Englemount-Lawrence (32),0,0
2023-01-20,Regent Park (72),2,0
2021-11-16,Yorkdale-Glen Park (31),1,0
2017-04-23,Malvern East (146),0,0
2014-09-21,Glenfield-Jane Heights (25),1,0
2020-01-25,York University Heights (27),2,0
2010-02-06,Black Creek (24),3,0
2021-10-19,Malvern East (146),0,0
2011-12-08,Mount Olive-Silverstone-Jamestown (2),2,0
2012-06-29,West Humber-Clairville (1),1,0
2008-10-04,Regent Park (72),0,1
2012-09-14,Mount Olive-Silverstone-Jamestown (2),2,0
2004-07-21,Yorkdale-Glen Park (31),2,0
2019-11-06,York University Heights (27),1,0
2019-07-05,York University Heights (27),0,0
2004-06-01,Humber Summit (21),0,0
2011-11-27,Regent Park (72),1,0
2020-10-19,Glenfield-Jane Heights (25),2,0
2016-08-12,Malvern East (146),1,0
2023-07-16,Englemount-Lawrence (32),3,0
2014-10-06,Mount Olive-Silverstone-Jamestown (2),0,0
2011-02-28,Regent Park (72),0,0
2004-10-22,Mount Olive-Silverstone-Jamestown (2),1,0
2012-07-31,Mount Olive-Silverstone-Jamestown (2),1,1
2008-03-10,Humber Summit (21),0,1
2020-05-31,Yorkdale-Glen Park (31),2,0
2004-03-12,Mount Olive-Silverstone-Jamestown (2),0,0
2005-04-08,Humber Summit (21),0,0
2018-09-29,Yorkdale-Glen Park (31),0,0
2006-03-20,York University Heights (27),0,0
2017-01-11,Malvern East (146),1,0
2011-04-17,York University Heights (27),0,0
2018-12-20,Glenfield-Jane Heights (25),0,0
2020-12-05,Englemount-Lawrence (32),2,1
2012-01-24,Glenfield-Jane Heights (25),3,0
2012-01-04,Yorkdale-Glen Park (31),0,0
2008-08-08,Regent Park (72),1,0
2007-01-03,Black Creek (24),1,0
2022-07-30,Mount Olive-Silverstone-Jamestown (2),0,0
2011-05-11,West Humber-Clairville (1),2,0
2023-06-09,Mount Olive-Silverstone-Jamestown (2),1,0
2015-08-13,Yorkdale-Glen Park (31),1,0
2011-08-31,Englemount-Lawrence (32),1,0
2019-12-13,Black Creek (24),1,0
2008-07-14,Glenfield-Jane Heights (25),2,0
2010-06-02,Mount Olive-Silverstone-Jamestown (2),3,0
2008-10-16,West Humber-Clairville (1),2,0
2008-12-01,Regent Park (72),2,1
2009-12-09,Englemount-Lawrence (32),0,0
2007-07-09,West Humber-Clairville (1),1,0
2005-09-17,Englemount-Lawrence (32),1,0
2021-08-05,West Humber-Clairville (1),1,0
2004-05-19,Black Creek (24),0,0
2017-11-18,Yorkdale-Glen Park (31),0,0
2005-09-01,Malvern East (146),1,0
2009-04-17,York University Heights (27),2,0
2018-05-16,Malvern East (146),2,0
2007-09-21,West Humber-Clairville (1),1,0
2005-10-16,Mount Olive-Silverstone-Jamestown (2),2,0
2008-05-15,Mount Olive-Silverstone-Jamestown (2),1,0
2013-08-30,Malvern East (146),0,0
2007-11-03,Mount Olive-Silverstone-Jamestown (2),1,0
2019-09-27,Englemount-Lawrence (32),0,0
2004-05-31,Humber Summit (21),0,0
2017-11-30,Regent Park (72),0,0
2009-04-06,Regent Park (72),1,0
2017-05-29,Black Creek (24),2,0
2023-01-15,Yorkdale-Glen Park (31),2,0
2012-11-13,Yorkdale-Glen Park (31),2,0
2011-03-03,Englemount-Lawrence (32),0,0
2004-01-30,West Humber-Clairville (1),1,0
2012-10-20,West Humber-Clairville (1),0,0
2020-06-29,Yorkdale-Glen Park (31),1,0
2009-10-12,Glenfield-Jane Heights (25),3,0
2008-10-06,Yorkdale-Glen Park (31),1,0
2015-01-05,Black Creek (24),0,0
2009-02-25,Malvern East (146),0,0
2022-10-18,Mount Olive-Silverstone-Jamestown (2),2,1
2005-09-14,Glenfield-Jane Heights (25),0,0
2010-06-05,York University Heights (27),1,0
2009-12-04,Regent Park (72),1,0
2006-08-26,Black Creek (24),3,0
2018-09-16,Humber Summit (21),4,0
2018-08-21,Mount Olive-Silverstone-Jamestown (2),1,0
2016-07-24,Humber Summit (21),1,0
2020-04-11,Regent Park (72),1,0
2009-06-15,Regent Park (72),1,0
2007-07-01,Glenfield-Jane Heights (25),3,0
2010-10-15,Regent Park (72),1,1
2017-11-08,Regent Park (72),4,0
2015-04-28,York University Heights (27),0,0
2018-08-14,Glenfield-Jane Heights (25),1,0
2016-01-31,West Humber-Clairville (1),2,1
2021-05-24,Black Creek (24),1,0
2023-04-16,Yorkdale-Glen Park (31),2,0
2015-07-01,Malvern East (146),2,1
2016-07-22,York University Heights (27),0,0
2014-07-28,Malvern East (146),0,0
2021-07-05,Black Creek (24),0,0
2018-12-18,Malvern East (146),1,0
2005-11-08,Englemount-Lawrence (32),0,1
2014-08-11,Englemount-Lawrence (32),0,0
2019-06-17,Malvern East (146),1,0
2017-02-05,York University Heights (27),1,0
2021-03-30,West Humber-Clairville (1),1,0
2009-10-20,York University Heights (27),2,0
2007-08-29,West Humber-Clairville (1),2,0
2018-04-02,Mount Olive-Silverstone-Jamestown (2),0,0
2009-07-30,Humber Summit (21),0,0
2008-03-01,Humber Summit (21),2,0
2017-11-28,Glenfield-Jane Heights (25),0,0
2006-01-17,Regent Park (72),1,0
2021-07-12,Mount Olive-Silverstone-Jamestown (2),1,0
2019-08-05,West Humber-Clairville (1),3,0
2007-04-08,Malvern East (146),0,0
2023-09-04,Black Creek (24),4,0
2015-08-25,Humber Summit (21),2,1
2014-04-13,Humber Summit (21),0,1
2016-07-25,West Humber-Clairville (1),0,0
2009-12-08,Humber Summit (21),1,0
2005-09-12,Regent Park (72),0,0
2012-04-01,Malvern East (146),3,1
2012-05-20,Malvern East (146),0,0
2004-06-02,Black Creek (24),1,0
2022-08-26,Regent Park (72),2,0
2016-01-08,West Humber-Clairville (1),0,0
2020-07-11,Mount Olive-Silverstone-Jamestown (2),2,0
2022-09-23,York University Heights (27),0,0
2008-11-21,Malvern East (146),2,0
2016-03-26,Black Creek (24),2,0
2012-06-02,Malvern East (146),1,0
2022-04-01,Englemount-Lawrence (32),4,0
2005-12-20,Englemount-Lawrence (32),1,0
2004-02-04,Regent Park (72),0,0
2009-12-02,York University Heights (27),1,0
2006-06-01,Glenfield-Jane Heights (25),1,0
2014-12-20,Malvern East (146),3,0
2011-02-02,Mount Olive-Silverstone-Jamestown (2),0,0
2006-02-27,West Humber-Clairville (1),0,0
2019-07-10,Humber Summit (21),1,0
2023-12-19,Malvern East (146),1,0
2008-11-23,Malvern East (146),1,0
2011-08-30,Malvern East (146),0,0
2012-07-14,Black Creek (24),1,1
2019-07-08,Yorkdale-Glen Park (31),2,0
2015-01-04,Yorkdale-Glen Park (31),5,0
2010-05-02,Black Creek (24),3,0
2009-01-02,West Humber-Clairville (1),0,0
2014-04-13,Glenfield-Jane Heights (25),0,0
2017-02-24,Englemount-Lawrence (32),1,0
2006-05-16,Regent Park (72),0,0
2005-10-08,Yorkdale-Glen Park (31),3,1
2022-04-02,York University Heights (27),0,0
2011-05-01,Englemount-Lawrence (32),0,0
2015-11-13,Yorkdale-Glen Park (31),1,0
2012-01-24,Glenfield-Jane Heights (25),0,0
2011-12-30,Regent Park (72),0,0
2020-07-01,West Humber-Clairville (1),1,0
2011-12-12,Glenfield-Jane Heights (25),0,0
2021-08-18,Yorkdale-Glen Park (31),2,0
2007-12-18,West Humber-Clairville (1),0,0
2006-10-26,Regent Park (72),0,0
2019-06-07,Black Creek (24),3,0
2009-05-02,Malvern East (146),0,0
2016-07-20,Humber Summit (21),0,0
2008-02-21,Malvern East (146),1,0
2013-05-21,Black Creek (24),1,0
2021-04-20,Regent Park (72),0,0
2012-12-03,York University Heights (27),1,1
2005-12-05,West Humber-Clairville (1),0,0
2018-09-29,Mount Olive-Silverstone-Jamestown (2),2,0
2016-12-20,Black Creek (24),2,0
2013-05-19,York University Heights (27),0,0
2004-12-30,Yorkdale-Glen Park (31),1,0
2006-08-16,Mount Olive-Silverstone-Jamestown (2),0,0
2006-01-12,York University Heights (27),0,0
2023-03-31,Mount Olive-Silverstone-Jamestown (2),2,1
2019-02-09,Malvern East (146),1,1
2011-07-20,Humber Summit (21),2,0
2009-10-09,Yorkdale-Glen Park (31),0,0
2022-12-18,Humber Summit (21),0,1
2008-02-14,Mount Olive-Silverstone-Jamestown (2),0,0
2023-05-29,Humber Summit (21),1,0
2013-07-22,Malvern East (146),1,0
2005-11-27,Malvern East (146),1,0
2014-08-25,Regent Park (72),0,0
2011-03-18,Regent Park (72),1,0
2011-07-26,Yorkdale-Glen Park (31),2,0
2018-05-22,Glenfield-Jane Heights (25),0,0
2004-05-15,Malvern East (146),2,0
2009-08-05,Yorkdale-Glen Park (31),0,0
2011-04-18,Englemount-Lawrence (32),0,0
2012-10-08,Mount Olive-Silverstone-Jamestown (2),2,0
2007-02-13,Regent Park (72),2,0
2017-05-10,Mount Olive-Silverstone-Jamestown (2),1,0
